# Temperature, K	# Time, s	Channel 1: R8, Ohms	Channel 2: R7, Ohms	Channel 3: R2, Ohms	Channel 4: R3, Ohms	Channel 5: R5, Ohms	Channel 6: R6, Ohms	Channel 7: R11, Ohms	Channel 8: R12, Ohms	Channel 9: ROX, Ohms
1.374664554528509370e+02	1.629668995349828959e+09	5.159750000000000227e+02	5.097685000000000173e+02	5.319164999999999964e+03	5.346335000000000036e+03	2.387675000000000182e+03	1.385360000000000127e+03	1.728540000000000000e+06	1.658950000000000000e+06	1.080440000000000055e+03
1.386243469856618162e+02	1.629847968675882339e+09	5.142000000000000455e+02	5.104019999999999868e+02	5.340100000000000364e+03	5.350300000000000182e+03	2.391739999999999782e+03	1.386440000000000055e+03	1.736390000000000000e+06	1.667060000000000000e+06	1.085880000000000109e+03
1.402405634009927837e+02	1.629609337562771797e+09	5.173600000000000136e+02	5.096140000000000327e+02	5.310843333333333248e+03	5.344683333333333394e+03	2.385506666666666661e+03	1.384896666666666761e+03	1.725710000000000000e+06	1.656110000000000000e+06	1.077273333333333312e+03
1.416576685056908218e+02	1.629668995263975620e+09	5.174600000000000364e+02	5.097024999999999864e+02	5.318309999999999491e+03	5.344594999999999345e+03	2.387329999999999927e+03	1.385160000000000309e+03	1.728220000000000000e+06	1.658740000000000000e+06	1.079365000000000009e+03
1.427429490677887998e+02	1.629668995270953178e+09	5.166449999999999818e+02	5.096430000000000291e+02	5.317210000000000036e+03	5.344720000000000255e+03	2.387119999999999891e+03	1.385045000000000073e+03	1.728160000000000000e+06	1.658575000000000000e+06	1.079039999999999964e+03
1.438347799401696250e+02	1.629668995327897072e+09	5.145550000000000637e+02	5.096184999999999832e+02	5.318039999999999964e+03	5.344414999999999964e+03	2.386994999999999891e+03	1.385090000000000146e+03	1.728075000000000000e+06	1.658560000000000000e+06	1.078784999999999854e+03
1.452299040221002997e+02	1.629609227021784782e+09	5.152400000000001228e+02	5.092993333333333226e+02	5.310376666666667006e+03	5.342800000000000182e+03	2.385523333333333085e+03	1.384596666666666579e+03	1.725483333333333256e+06	1.655913333333333256e+06	1.075850000000000136e+03
1.467965804207742622e+02	1.629728763625050783e+09	5.148566666666666833e+02	5.095419999999999732e+02	5.323203333333333831e+03	5.344590000000000146e+03	2.388326666666666824e+03	1.385269999999999754e+03	1.730633333333333256e+06	1.661133333333333256e+06	1.079406666666666752e+03
1.481984564236142887e+02	1.629668995143964767e+09	5.146749999999999545e+02	5.094619999999999891e+02	5.316335000000000036e+03	5.342600000000000364e+03	2.386974999999999909e+03	1.384934999999999945e+03	1.728040000000000000e+06	1.658530000000000000e+06	1.077250000000000000e+03
1.492923254251537912e+02	1.629668995202047348e+09	5.151449999999999818e+02	5.093959999999999582e+02	5.314930000000000291e+03	5.342274999999999636e+03	2.385935000000000400e+03	1.384940000000000055e+03	1.728020000000000000e+06	1.658510000000000000e+06	1.077409999999999854e+03
1.506709642163103808e+02	1.629609134438386917e+09	5.146999999999999318e+02	5.092450000000000614e+02	5.309256666666667115e+03	5.341443333333333612e+03	2.385250000000000000e+03	1.384426666666666506e+03	1.725450000000000000e+06	1.655946666666666744e+06	1.074930000000000064e+03
1.520397017430018423e+02	1.629668967553953409e+09	5.154600000000000364e+02	5.093745000000000118e+02	5.314649999999999636e+03	5.341815000000000509e+03	2.386640000000000327e+03	1.384734999999999900e+03	1.727830000000000000e+06	1.658350000000000000e+06	1.076654999999999973e+03
1.531437480184430342e+02	1.629668967636453152e+09	5.147049999999999272e+02	5.092390000000000327e+02	5.314235000000000582e+03	5.340950000000000728e+03	2.386309999999999945e+03	1.384704999999999927e+03	1.727720000000000000e+06	1.658295000000000000e+06	1.075500000000000000e+03
1.544930137270544321e+02	1.629728892770534277e+09	5.145633333333333894e+02	5.094256666666667002e+02	5.319609999999999673e+03	5.341706666666666024e+03	2.387163333333333412e+03	1.385113333333333458e+03	1.730130000000000000e+06	1.660770000000000000e+06	1.077740000000000009e+03
1.558895630498176956e+02	1.629668995126661539e+09	5.150899999999999181e+02	5.091634999999999991e+02	5.313050000000000182e+03	5.340514999999999418e+03	2.385940000000000055e+03	1.384664999999999964e+03	1.727525000000000000e+06	1.658160000000000000e+06	1.075275000000000091e+03
1.569943700839378380e+02	1.629668994926738262e+09	5.137799999999999727e+02	5.092400000000000091e+02	5.313569999999999709e+03	5.339850000000000364e+03	2.385574999999999818e+03	1.384694999999999936e+03	1.727510000000000000e+06	1.658110000000000000e+06	1.074674999999999955e+03
1.581018151257567581e+02	1.629668994781686544e+09	5.142950000000000728e+02	5.092585000000000264e+02	5.313364999999999782e+03	5.341460000000000036e+03	2.385625000000000000e+03	1.384519999999999982e+03	1.727350000000000000e+06	1.657950000000000000e+06	1.074494999999999891e+03
1.595431961482426573e+02	1.629729002686409235e+09	5.129833333333333485e+02	5.092713333333333026e+02	5.318609999999999673e+03	5.340773333333333539e+03	2.386953333333333376e+03	1.385043333333333294e+03	1.729793333333333256e+06	1.660420000000000000e+06	1.076193333333333385e+03
1.611090630979979323e+02	1.629608986801385641e+09	5.141966666666667152e+02	5.088906666666666752e+02	5.306369999999999891e+03	5.339400000000000546e+03	2.384256666666666661e+03	1.384100000000000136e+03	1.724823333333333256e+06	1.655436666666666744e+06	1.072640000000000100e+03
1.625686764149072872e+02	1.629668994553998232e+09	5.158650000000000091e+02	5.089925000000000068e+02	5.311860000000000582e+03	5.339590000000000146e+03	2.384949999999999818e+03	1.384429999999999836e+03	1.727340000000000000e+06	1.657945000000000000e+06	1.073590000000000146e+03
1.638853366394719728e+02	1.629729076046230316e+09	5.129866666666666788e+02	5.091779999999999404e+02	5.316366666666667697e+03	5.338596666666667261e+03	2.386296666666666624e+03	1.384903333333333421e+03	1.729643333333333256e+06	1.660310000000000000e+06	1.074826666666666597e+03
1.653217909515198869e+02	1.629669021752851486e+09	5.103700000000000045e+02	5.090219999999999914e+02	5.309684999999999491e+03	5.337840000000000146e+03	2.384470000000000255e+03	1.384405000000000200e+03	1.727215000000000000e+06	1.657815000000000000e+06	1.072264999999999873e+03
1.664545823111182017e+02	1.629669021627995968e+09	5.164149999999999636e+02	5.090364999999999895e+02	5.311020000000000437e+03	5.339219999999999345e+03	2.384519999999999982e+03	1.384515000000000100e+03	1.727195000000000000e+06	1.657840000000000000e+06	1.072134999999999991e+03
1.677926209524581225e+02	1.629729167670231581e+09	5.121666666666666288e+02	5.090406666666665956e+02	5.315313333333333503e+03	5.338143333333333430e+03	2.386223333333333358e+03	1.384813333333333276e+03	1.729496666666666744e+06	1.660143333333333256e+06	1.073473333333333358e+03
1.692135220391329824e+02	1.629669049413694859e+09	5.142400000000000091e+02	5.087909999999999968e+02	5.309280000000000655e+03	5.337655000000000655e+03	2.384470000000000255e+03	1.384349999999999909e+03	1.727100000000000000e+06	1.657785000000000000e+06	1.072490000000000009e+03
1.703536515568093535e+02	1.629669049593978882e+09	5.125750000000000455e+02	5.088240000000000123e+02	5.309444999999999709e+03	5.337694999999999709e+03	2.384534999999999854e+03	1.384409999999999854e+03	1.726985000000000000e+06	1.657675000000000000e+06	1.071599999999999909e+03
1.716647668015779118e+02	1.629729259727425575e+09	5.124199999999999591e+02	5.089743333333333339e+02	5.313646666666666533e+03	5.336360000000000582e+03	2.385736666666666224e+03	1.384663333333333185e+03	1.729200000000000000e+06	1.659896666666666744e+06	1.072269999999999754e+03
1.731008941548844859e+02	1.629669077002206802e+09	5.110849999999999795e+02	5.086605000000000132e+02	5.308369999999999891e+03	5.336065000000000509e+03	2.383974999999999909e+03	1.384304999999999836e+03	1.726840000000000000e+06	1.657485000000000000e+06	1.071515000000000100e+03
1.742497461249882349e+02	1.629669076963322639e+09	5.132300000000000182e+02	5.086699999999999591e+02	5.308885000000000218e+03	5.336774999999999636e+03	2.384519999999999982e+03	1.384269999999999982e+03	1.726760000000000000e+06	1.657515000000000000e+06	1.070829999999999927e+03
1.754938923830096940e+02	1.629729351441765070e+09	5.141766666666666197e+02	5.089333333333333371e+02	5.311816666666666606e+03	5.336383333333333212e+03	2.384870000000000346e+03	1.384569999999999936e+03	1.728903333333333256e+06	1.659666666666666744e+06	1.071923333333333176e+03
1.765885894667760851e+02	1.629849955767735004e+09	5.130299999999999727e+02	5.092259999999999991e+02	5.319100000000000364e+03	5.335800000000000182e+03	2.386260000000000218e+03	1.385440000000000055e+03	1.733470000000000000e+06	1.664150000000000000e+06	1.073460000000000036e+03
1.777583224933656254e+02	1.629729443487564087e+09	5.124900000000001228e+02	5.089020000000000437e+02	5.311433333333333394e+03	5.336199999999999818e+03	2.384693333333333157e+03	1.384446666666666715e+03	1.728723333333333256e+06	1.659506666666666744e+06	1.071740000000000009e+03
1.790434812923683694e+02	1.629669159815231323e+09	5.097100000000000364e+02	5.085230000000000246e+02	5.307450000000000728e+03	5.336085000000000036e+03	2.383895000000000437e+03	1.383990000000000009e+03	1.726325000000000000e+06	1.657170000000000000e+06	1.069825000000000045e+03
1.804679612163073443e+02	1.629729517175135374e+09	5.135000000000000000e+02	5.087130000000000223e+02	5.311009999999999309e+03	5.334693333333333612e+03	2.384203333333333376e+03	1.384416666666666742e+03	1.728546666666666744e+06	1.659300000000000000e+06	1.070636666666666542e+03
1.817895107510456683e+02	1.629669187005890608e+09	5.125850000000000364e+02	5.083350000000000364e+02	5.306899999999999636e+03	5.335250000000000000e+03	2.383045000000000073e+03	1.384090000000000146e+03	1.726190000000000000e+06	1.656995000000000000e+06	1.069400000000000091e+03
1.831499376094926674e+02	1.629729590566238165e+09	5.137533333333334440e+02	5.085996666666666783e+02	5.308913333333333867e+03	5.334193333333333612e+03	2.383803333333333285e+03	1.384140000000000100e+03	1.466086666666666744e+06	1.405443333333333256e+06	1.070136666666666542e+03
1.845432932992161454e+02	1.629669214672827244e+09	5.145350000000000819e+02	5.084039999999999964e+02	5.304444999999999709e+03	5.335295000000000073e+03	2.383010000000000218e+03	1.383250000000000000e+03	1.336560000000000000e+06	1.276865000000000000e+06	1.068730000000000018e+03
1.858279557101526223e+02	1.629729664333732367e+09	5.140566666666667288e+02	5.084813333333333389e+02	5.307390000000000327e+03	5.333803333333333285e+03	2.384606666666666570e+03	1.383863333333333458e+03	1.467983333333333256e+06	1.405233333333333256e+06	1.069950000000000045e+03
1.874254817716980313e+02	1.629729719368609667e+09	5.107533333333333303e+02	5.084690000000000509e+02	5.306603333333333467e+03	5.334330000000000837e+03	2.383303333333333740e+03	1.383689999999999827e+03	1.468180000000000000e+06	1.404820000000000000e+06	1.069453333333333148e+03
1.884800829109420590e+02	1.629850728714237452e+09	5.113000000000000114e+02	5.088509999999999991e+02	5.313029999999999745e+03	5.332500000000000000e+03	2.383849999999999909e+03	1.384569999999999936e+03	1.730810000000000000e+06	1.661650000000000000e+06	1.071589999999999918e+03
1.895455692878470018e+02	1.629729811166783571e+09	5.098433333333333053e+02	5.083696666666666601e+02	5.305926666666666279e+03	5.333656666666666752e+03	2.383453333333333376e+03	1.383553333333333285e+03	1.467196666666666744e+06	1.403576666666666744e+06	1.069000000000000000e+03
1.911156063045111466e+02	1.629729866114562988e+09	5.109666666666666970e+02	5.084473333333333471e+02	5.304746666666666897e+03	5.333210000000000036e+03	2.383750000000000000e+03	1.383523333333333312e+03	1.466486666666666744e+06	1.403650000000000000e+06	1.068493333333333339e+03
1.924318286431189620e+02	1.629669352243277550e+09	5.087350000000000136e+02	5.081399999999999864e+02	5.302545000000000073e+03	5.331914999999999964e+03	2.382775000000000091e+03	1.382974999999999909e+03	1.334665000000000000e+06	1.274685000000000000e+06	1.066860000000000127e+03
1.937259567588632478e+02	1.629729939463012934e+09	5.096600000000000250e+02	5.083243333333332998e+02	5.305096666666666351e+03	5.331366666666665878e+03	2.383043333333333067e+03	1.383670000000000073e+03	1.465900000000000000e+06	1.403240000000000000e+06	1.068306666666666615e+03
1.950689421317580639e+02	1.629851197144433022e+09	5.131949999999999363e+02	5.088864999999999554e+02	5.309284999999999854e+03	5.331449999999999818e+03	2.383815000000000055e+03	1.384440000000000055e+03	1.728615000000000000e+06	1.659715000000000000e+06	1.069389999999999873e+03
1.962648140926700364e+02	1.629730067962235689e+09	5.124466666666666015e+02	5.082143333333333430e+02	5.304269999999999527e+03	5.330740000000000691e+03	2.383203333333333376e+03	1.383566666666666606e+03	1.465843333333333256e+06	1.403243333333333256e+06	1.067543333333333294e+03
1.974986992581450522e+02	1.629669462125109434e+09	5.104250000000000114e+02	5.080319999999999823e+02	5.301610000000000582e+03	5.331645000000000437e+03	2.384704999999999927e+03	1.383190000000000055e+03	1.334260000000000000e+06	1.274580000000000000e+06	1.066644999999999982e+03
1.988315951153213916e+02	1.629730141113509417e+09	5.112799999999999727e+02	5.081970000000000596e+02	5.303376666666666097e+03	5.331056666666666388e+03	2.384053333333333285e+03	1.383543333333333294e+03	1.465913333333333256e+06	1.402680000000000000e+06	1.067026666666666642e+03
2.003459708670756356e+02	1.629730196108752489e+09	5.108266666666666538e+02	5.082806666666666047e+02	5.302923333333333176e+03	5.329789999999999964e+03	2.383313333333333503e+03	1.383623333333333221e+03	1.465766666666666744e+06	1.402706666666666744e+06	1.067039999999999964e+03
2.015540977616344378e+02	1.629851692391763687e+09	5.115450000000000159e+02	5.086014999999999873e+02	5.306625000000000000e+03	5.329200000000000728e+03	2.383140000000000327e+03	1.384220000000000255e+03	1.728195000000000000e+06	1.659360000000000000e+06	1.069014999999999873e+03
2.027713301793432947e+02	1.629730324405466795e+09	5.114166666666666856e+02	5.080479999999999450e+02	5.302270000000000437e+03	5.329289999999999964e+03	2.383026666666666642e+03	1.383643333333333430e+03	1.465133333333333256e+06	1.403163333333333256e+06	1.066390000000000100e+03
2.042542602621773540e+02	1.629730379400931597e+09	5.130500000000000682e+02	5.081890000000000214e+02	5.302199999999999818e+03	5.326946666666666715e+03	2.383473333333333358e+03	1.383603333333333239e+03	1.465380000000000000e+06	1.402880000000000000e+06	1.066200000000000045e+03
2.057332950711876265e+02	1.629730434225741386e+09	5.120700000000000500e+02	5.081220000000000141e+02	5.302153333333332739e+03	5.326713333333333139e+03	2.383583333333333485e+03	1.383546666666666397e+03	1.464676666666666744e+06	1.402996666666666744e+06	1.065846666666666579e+03
2.069202305025106057e+02	1.629852132555857182e+09	5.142699999999999818e+02	5.085769999999999982e+02	5.305024999999999636e+03	5.325204999999999927e+03	2.383265000000000327e+03	1.383949999999999818e+03	1.727935000000000000e+06	1.659140000000000000e+06	1.066845000000000027e+03
2.080582112755180617e+02	1.629730562690291643e+09	5.118533333333332962e+02	5.081306666666666843e+02	5.302050000000000182e+03	5.326329999999999927e+03	2.382599999999999909e+03	1.383480000000000246e+03	1.464920000000000000e+06	1.403043333333333256e+06	1.065186666666666497e+03
2.095074976921618202e+02	1.629730617558780432e+09	5.132333333333333485e+02	5.080169999999999959e+02	5.300996666666666897e+03	5.325569999999999709e+03	2.382179999999999836e+03	1.383503333333333330e+03	1.465406666666666744e+06	1.402753333333333256e+06	1.064816666666666833e+03
2.107172629359954499e+02	1.629852462874794483e+09	5.145499999999999545e+02	5.085900000000000318e+02	5.303454999999999927e+03	5.324350000000000364e+03	2.383199999999999818e+03	1.384039999999999964e+03	1.727975000000000000e+06	1.659270000000000000e+06	1.066199999999999818e+03
2.117730051697137981e+02	1.629730746121465683e+09	5.094399999999999977e+02	5.079026666666666756e+02	5.300493333333332885e+03	5.325230000000000473e+03	2.382789999999999964e+03	1.383403333333333421e+03	1.465416666666666744e+06	1.403163333333333256e+06	1.064943333333333385e+03
2.131993725559385666e+02	1.629730801058929205e+09	5.096999999999999886e+02	5.081413333333333071e+02	5.299853333333333467e+03	5.325333333333333030e+03	2.382043333333333521e+03	1.383783333333333530e+03	1.465416666666666744e+06	1.402946666666666744e+06	1.064933333333333394e+03
2.143364719847413369e+02	1.629852792998169899e+09	5.116500000000000341e+02	5.084445000000000050e+02	5.303539999999999964e+03	5.323635000000000218e+03	2.381735000000000127e+03	1.383710000000000036e+03	1.726860000000000000e+06	1.658165000000000000e+06	1.065960000000000036e+03
2.156444792465154592e+02	1.629761443185243607e+09	5.117425000000000637e+02	5.081079999999999472e+02	5.299627500000000509e+03	5.324094999999999345e+03	2.382262500000000273e+03	1.383675000000000182e+03	1.723307500000000000e+06	1.654885000000000000e+06	1.065012500000000045e+03
2.171902684755648352e+02	1.629731020428953171e+09	5.116000000000000796e+02	5.081076666666667165e+02	5.298700000000000728e+03	5.324766666666666424e+03	2.382043333333333521e+03	1.383536666666666633e+03	1.722150000000000000e+06	1.653870000000000000e+06	1.063873333333333221e+03
2.185885345646268263e+02	1.629731075544366598e+09	5.093933333333332598e+02	5.079103333333333126e+02	5.298640000000000327e+03	5.324340000000000146e+03	2.381690000000000055e+03	1.383483333333333348e+03	1.721963333333333256e+06	1.653760000000000000e+06	1.064316666666666606e+03
2.197218419108097578e+02	1.629853315524047852e+09	5.117433333333333394e+02	5.084173333333333176e+02	5.301119999999999891e+03	5.322686666666666497e+03	2.381806666666666843e+03	1.383786666666666861e+03	1.723860000000000000e+06	1.655583333333333256e+06	1.065596666666666579e+03
2.210661077638080769e+02	1.629731240248392105e+09	5.096433333333333735e+02	5.081000000000000796e+02	5.298813333333333503e+03	5.323836666666666133e+03	2.381586666666666588e+03	1.383500000000000000e+03	1.721756666666666744e+06	1.653656666666666744e+06	1.063653333333333421e+03
2.224018400993450086e+02	1.629853590321266174e+09	5.124766666666665742e+02	5.083829999999999814e+02	5.300173333333333176e+03	5.321936666666667406e+03	2.381640000000000327e+03	1.383906666666666752e+03	1.723666666666666744e+06	1.655546666666666744e+06	1.064596666666666579e+03
2.234910049429519461e+02	1.629731405289493322e+09	5.108966666666667038e+02	5.079766666666666879e+02	5.297230000000000473e+03	5.323723333333334267e+03	2.381476666666666915e+03	1.383609999999999900e+03	1.721673333333333256e+06	1.653660000000000000e+06	1.063506666666666661e+03
2.250093138240710857e+02	1.629762075034898758e+09	5.118299999999999272e+02	5.079495000000000005e+02	5.298045000000000073e+03	5.323117500000000291e+03	2.381317500000000109e+03	1.383432500000000118e+03	1.722200000000000000e+06	1.654257500000000000e+06	1.063447499999999991e+03
2.262339260875530726e+02	1.629854002327733517e+09	5.106500000000000341e+02	5.082145000000000437e+02	5.298149999999999636e+03	5.322059999999999491e+03	2.381025000000000091e+03	1.383964999999999918e+03	1.723840000000000000e+06	1.655895000000000000e+06	1.064269999999999982e+03
2.273804349978300650e+02	1.629762267167491198e+09	5.132649999999999864e+02	5.078619999999999663e+02	5.297860000000000582e+03	5.321744999999999891e+03	2.381087500000000091e+03	1.383602499999999964e+03	1.722200000000000000e+06	1.654275000000000000e+06	1.063422499999999900e+03
2.289824467201665357e+02	1.629762376834499359e+09	5.137174999999999727e+02	5.079194999999999709e+02	5.296850000000000364e+03	5.322534999999999854e+03	2.381007499999999709e+03	1.383539999999999964e+03	1.721685000000000000e+06	1.654327500000000000e+06	1.063079999999999927e+03
2.303078572748130171e+02	1.629854468895497084e+09	5.116000000000000796e+02	5.082789999999999964e+02	5.297356666666666570e+03	5.321133333333334122e+03	2.381656666666666297e+03	1.383796666666666397e+03	1.723726666666666744e+06	1.655886666666666744e+06	1.063559999999999945e+03
2.315989119672311745e+02	1.629762610031374693e+09	5.116850000000000023e+02	5.078925000000000409e+02	5.296397499999999127e+03	5.322250000000000000e+03	2.380784999999999854e+03	1.383589999999999918e+03	1.721472500000000000e+06	1.654280000000000000e+06	1.062882499999999936e+03
2.328087208551266372e+02	1.629854770827152014e+09	5.098650000000000091e+02	5.081374999999999886e+02	5.297940000000000509e+03	5.321120000000000800e+03	2.380860000000000127e+03	1.383735000000000127e+03	1.723955000000000000e+06	1.656265000000000000e+06	1.062409999999999854e+03
2.338093938684755528e+02	1.629762802090606451e+09	5.104875000000000682e+02	5.079210000000000491e+02	5.295602499999999964e+03	5.321942500000000109e+03	2.380414999999999964e+03	1.383474999999999909e+03	1.721437500000000000e+06	1.654320000000000000e+06	1.062789999999999964e+03
2.354746926951626449e+02	1.629781366168559074e+09	5.115940000000000509e+02	5.079329999999999927e+02	5.296474000000000160e+03	5.321316000000000713e+03	2.380475999999999658e+03	1.383425999999999931e+03	1.721120000000000000e+06	1.653964000000000000e+06	1.062823999999999842e+03
2.368994932400721325e+02	1.629855292833644867e+09	5.117699999999999818e+02	5.081510000000000105e+02	5.296939999999999600e+03	5.320349999999999454e+03	2.380880000000000109e+03	1.383406666666666752e+03	1.720956666666666744e+06	1.653536666666666744e+06	1.062423333333333176e+03
2.380711677232152965e+02	1.629763186751394749e+09	5.124800000000000182e+02	5.079637499999999477e+02	5.295112500000000182e+03	5.320984999999999673e+03	2.380667500000000018e+03	1.383372499999999945e+03	1.718357500000000000e+06	1.651665000000000000e+06	1.062117500000000064e+03
2.393334795426478365e+02	1.629855622534323692e+09	5.125166666666667652e+02	5.080166666666667084e+02	5.295793333333333976e+03	5.319693333333333612e+03	2.380323333333333267e+03	1.383506666666666433e+03	1.719810000000000000e+06	1.652620000000000000e+06	1.062826666666666597e+03
2.405854011028970376e+02	1.629781915869862556e+09	5.121040000000000418e+02	5.077966000000000122e+02	5.295077999999999520e+03	5.320086000000000240e+03	2.379903999999999542e+03	1.383349999999999909e+03	1.718538000000000000e+06	1.651780000000000000e+06	1.061799999999999955e+03
2.421492793538541264e+02	1.629763571226002216e+09	5.114474999999999909e+02	5.078269999999999982e+02	5.294390000000000327e+03	5.320147500000000036e+03	2.380047499999999673e+03	1.383360000000000127e+03	1.718145000000000000e+06	1.651605000000000000e+06	1.061995000000000118e+03
2.433257625083942912e+02	1.629856200021950722e+09	5.148125000000000000e+02	5.080822499999999877e+02	5.295602499999999964e+03	5.319500000000000000e+03	2.380834999999999582e+03	1.383492500000000064e+03	1.720152500000000000e+06	1.653090000000000000e+06	1.062042500000000018e+03
2.446459076866520945e+02	1.629763846155487776e+09	5.115974999999999682e+02	5.077582499999999754e+02	5.294717499999999745e+03	5.319630000000000109e+03	2.379594999999999800e+03	1.383175000000000182e+03	1.718385000000000000e+06	1.651932500000000000e+06	1.061392499999999927e+03
2.458132202517793701e+02	1.629856585186020851e+09	5.127474999999999454e+02	5.079557500000000232e+02	5.294734999999999673e+03	5.319114999999999782e+03	2.379925000000000182e+03	1.383257499999999936e+03	1.720457500000000000e+06	1.653447500000000000e+06	1.061887499999999818e+03
2.471748065689926648e+02	1.629782674761006117e+09	5.141059999999999945e+02	5.077516000000000531e+02	5.294264000000000124e+03	5.319109999999999673e+03	2.380099999999999909e+03	1.383175999999999931e+03	1.565758000000000000e+06	1.501952000000000000e+06	1.061339999999999918e+03
2.484963857322221656e+02	1.629857025971276522e+09	5.116299999999999955e+02	5.079099999999999682e+02	5.294625000000000000e+03	5.319100000000000364e+03	2.379827499999999873e+03	1.383195000000000164e+03	1.720692500000000000e+06	1.653780000000000000e+06	1.061672499999999900e+03
2.497335317980711693e+02	1.629783016200018406e+09	5.139759999999999991e+02	5.077355999999999767e+02	5.294043999999999869e+03	5.318296000000000276e+03	2.379867999999999938e+03	1.383077999999999975e+03	1.564360000000000000e+06	1.501164000000000000e+06	1.061348000000000184e+03
2.510057393719330321e+02	1.629857466315269709e+09	5.133349999999999227e+02	5.078870000000000005e+02	5.294147500000000036e+03	5.318212499999999636e+03	2.379592499999999745e+03	1.383150000000000091e+03	1.718717500000000000e+06	1.651915000000000000e+06	1.061247499999999945e+03
2.522895361098811691e+02	1.629795768426310539e+09	5.126083333333333485e+02	5.077701666666666824e+02	5.293554999999999382e+03	5.318795000000000982e+03	2.379625000000000000e+03	1.383274999999999864e+03	1.716870000000000000e+06	1.650201666666666744e+06	1.060638333333333321e+03
2.537782568039333455e+02	1.629857989461452723e+09	5.152680000000000291e+02	5.077952000000000226e+02	5.293435999999999694e+03	5.318203999999999724e+03	2.379612000000000080e+03	1.383138000000000147e+03	1.717258000000000000e+06	1.650632000000000000e+06	1.061093999999999824e+03
2.549172332045688165e+02	1.629783787063998699e+09	5.134799999999999045e+02	5.076511999999999603e+02	5.293089999999999236e+03	5.318007999999999811e+03	2.379293999999999869e+03	1.383225999999999885e+03	1.716760000000000000e+06	1.650188000000000000e+06	1.060554000000000087e+03
2.562213544654202906e+02	1.629858485569003820e+09	5.145579999999999927e+02	5.077902000000000271e+02	5.293915999999999258e+03	5.317061999999999898e+03	2.379367999999999938e+03	1.383183999999999969e+03	1.717706000000000000e+06	1.651134000000000000e+06	1.060599999999999909e+03
2.575394063555688717e+02	1.629805523185846090e+09	5.126085714285712811e+02	5.077162857142857888e+02	5.293147142857143081e+03	5.317977142857142098e+03	2.379085714285713948e+03	1.383024285714285725e+03	1.717465714285714319e+06	1.650904285714285681e+06	1.060315714285714193e+03
2.589768676830131540e+02	1.629859092194677114e+09	5.152580000000000382e+02	5.077862000000000080e+02	5.292576000000000022e+03	5.317448000000000320e+03	2.379367999999999938e+03	1.383128000000000156e+03	1.718488000000000000e+06	1.651876000000000000e+06	1.060393999999999778e+03
2.601713943105385169e+02	1.629806034918996096e+09	5.133942857142857292e+02	5.077128571428571604e+02	5.292670000000000073e+03	5.318187142857142135e+03	2.379071428571428442e+03	1.383018571428571477e+03	1.717438571428571362e+06	1.650881428571428638e+06	1.060375714285714366e+03
2.615918709590812341e+02	1.629859726218668938e+09	5.141333333333333258e+02	5.077518333333333089e+02	5.292784999999999854e+03	5.317786666666666861e+03	2.378793333333333067e+03	1.383086666666666360e+03	1.715871666666666744e+06	1.649423333333333256e+06	1.060351666666666688e+03
2.628637997307413912e+02	1.629860057409590721e+09	5.142933333333332939e+02	5.078516666666666310e+02	5.292586666666667043e+03	5.317409999999999854e+03	2.378576666666666370e+03	1.383011666666666542e+03	1.715541666666666744e+06	1.649110000000000000e+06	1.060455000000000155e+03
2.641753839690662744e+02	1.629860416661502600e+09	5.130385714285714585e+02	5.076882857142857688e+02	5.291994285714285979e+03	5.317854285714284742e+03	2.378557142857142935e+03	1.383030000000000200e+03	1.716208571428571362e+06	1.649770000000000000e+06	1.060370000000000118e+03
2.655113441005720460e+02	1.629860802855296850e+09	5.133871428571428623e+02	5.077395714285713666e+02	5.292701428571429460e+03	5.317584285714286125e+03	2.378875714285714366e+03	1.382984285714285534e+03	1.716868571428571362e+06	1.650427142857142957e+06	1.060034285714285716e+03
2.667724135775558238e+02	1.629861188830235720e+09	5.134871428571428851e+02	5.077349999999999568e+02	5.292837142857142680e+03	5.316698571428571086e+03	2.378744285714285979e+03	1.383181428571428341e+03	1.717511428571428638e+06	1.651041428571428638e+06	1.060114285714285643e+03
2.680479023441052959e+02	1.629861602523103952e+09	5.131937500000000227e+02	5.077113750000000323e+02	5.292015000000000327e+03	5.316678749999999127e+03	2.378777500000000146e+03	1.383045000000000073e+03	1.715693750000000000e+06	1.649282500000000000e+06	1.060061249999999973e+03
2.693328752284319307e+02	1.629862044087011814e+09	5.129387500000000273e+02	5.076603749999999877e+02	5.292356250000000728e+03	5.316751249999999345e+03	2.378808750000000146e+03	1.383110000000000127e+03	1.714783750000000000e+06	1.648417500000000000e+06	1.060278749999999945e+03
